epoch	loss	mean_squared_error	val_loss	val_mean_squared_error
0	0.6113295446143617	0.045124230843255876	0.6264800867592236	0.039486684371732805
1	0.5596904792162325	0.032621430074103	0.6293545219170072	0.04005574652695617
2	0.5553492011256613	0.03088580167832608	0.6137942962648424	0.034616873477255734
3	0.5528016627866007	0.029665949891793934	0.6300543370213921	0.040148799933702205
4	0.5505574408067092	0.028702999746308917	0.6238724081532748	0.037881007226393835
5	0.5475156174026745	0.027629564189535043	0.6247232343521288	0.03790998554759367
6	0.546688578468419	0.02719394422530646	0.6412390013349982	0.043723180187141185
7	0.5446394076243871	0.02640164837741488	0.6268893804381465	0.03904858610739355
