epoch	loss	mean_squared_error	val_loss	val_mean_squared_error
0	0.5783457270126429	0.04091387509778013	0.6275264828027677	0.04006662903313425
1	0.56014005093165	0.03293152279524162	0.6349495738781095	0.04192232739160632
2	0.555963576749106	0.031180292668429473	0.6386260712423087	0.04248107178950998
3	0.5525172231860946	0.029672964560038626	0.6151054434632809	0.034878651983808726
4	0.5498297438673749	0.028597955592071976	0.6238760584105607	0.03779646961966052
5	0.5479809595894479	0.027821069498830422	0.6208569081200968	0.03684136978509272
6	0.5460889608946168	0.02702366341866781	0.6210903015840631	0.03681880749849926
7	0.5453087254719574	0.026712347433308102	0.6331691964460903	0.04108365008099237
8	0.5435476147301159	0.026001085296627112	0.6350720724035638	0.04080708841662574
